order_line_id,order_id,order_date,customer_id,customer_segment,product_id,product_name,category,region,sales_channel,quantity,unit_price,unit_cost,discount_amount,revenue,cost,campaign,marketing_spend
LINE-0001134,ORD-000731,2024-05-27,CUST-0058,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Retail Pop-up,1,88.00,42.00,6.16,81.84,42.00,,13.09
LINE-0001135,ORD-000731,2024-05-27,CUST-0058,Loyal,PROD-WOR-003,Ergonomic Laptop Stand,Workspace,East,Retail Pop-up,1,82.00,38.00,1.64,80.36,38.00,,0.00
LINE-0001136,ORD-000732,2024-05-27,CUST-0198,Loyal,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,East,Web,1,44.00,35.00,1.76,42.24,35.00,Email Retention,3.21
LINE-0001137,ORD-000732,2024-05-27,CUST-0198,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,3.52,84.48,42.00,Email Retention,0.00
LINE-0001138,ORD-000733,2024-05-28,CUST-0209,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,South,Marketplace,1,220.00,197.00,6.60,213.40,197.00,Sponsored Listings,39.80
LINE-0001139,ORD-000734,2024-05-28,CUST-0403,Occasional,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,East,Web,1,44.00,35.00,0.00,44.00,35.00,Organic Discovery,0.00
LINE-0001140,ORD-000734,2024-05-28,CUST-0403,Occasional,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0001141,ORD-000735,2024-05-28,CUST-0062,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Marketplace,1,88.00,42.00,2.64,85.36,42.00,Sponsored Listings,15.68
LINE-0001142,ORD-000736,2024-05-28,CUST-1171,New,PROD-OUT-001,Trail Hydration Pack,Outdoor,Central,Marketplace,1,74.00,34.00,3.70,70.30,34.00,Marketplace Boost,23.09
LINE-0001143,ORD-000737,2024-05-28,CUST-0222,Loyal,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,West,Retail Pop-up,1,68.00,30.00,1.36,66.64,30.00,Local Event,5.41
LINE-0001144,ORD-000738,2024-05-29,CUST-1078,New,PROD-OUT-001,Trail Hydration Pack,Outdoor,West,Marketplace,2,74.00,34.00,4.44,143.56,68.00,Sponsored Listings,25.68
LINE-0001145,ORD-000739,2024-05-29,CUST-0093,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,South,Marketplace,1,220.00,197.00,11.00,209.00,197.00,Marketplace Boost,95.04
LINE-0001146,ORD-000739,2024-05-29,CUST-0093,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,South,Marketplace,1,74.00,34.00,3.70,70.30,34.00,Marketplace Boost,0.00
LINE-0001147,ORD-000740,2024-05-29,CUST-0416,Occasional,PROD-KIT-001,Essential Cookware Set,Kitchen,Central,Web,2,220.00,197.00,17.60,422.40,394.00,Email Retention,9.89
LINE-0001148,ORD-000741,2024-05-29,CUST-0277,Occasional,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,3.52,84.48,42.00,Email Retention,15.81
LINE-0001149,ORD-000741,2024-05-29,CUST-0277,Occasional,PROD-KIT-001,Essential Cookware Set,Kitchen,West,Web,2,220.00,197.00,17.60,422.40,394.00,Email Retention,0.00
LINE-0001150,ORD-000741,2024-05-29,CUST-0277,Occasional,PROD-WOR-001,Focus Desk Lamp,Workspace,West,Web,1,96.00,42.00,3.84,92.16,42.00,Email Retention,0.00
LINE-0001151,ORD-000742,2024-05-29,CUST-0434,Occasional,PROD-WEL-003,Yoga Support Bundle,Wellness,South,Web,1,92.00,42.00,0.00,92.00,42.00,Organic Discovery,0.00
LINE-0001152,ORD-000743,2024-05-30,CUST-0205,Loyal,PROD-HOM-001,Linen Throw Set,Home,Central,Retail Pop-up,1,88.00,42.00,1.76,86.24,42.00,Local Event,6.88
LINE-0001153,ORD-000744,2024-05-30,CUST-0177,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,South,Marketplace,1,58.00,27.00,5.80,52.20,27.00,Marketplace Boost,72.86
LINE-0001154,ORD-000744,2024-05-30,CUST-0177,Loyal,PROD-HOM-002,Stoneware Serving Bowl,Home,South,Marketplace,1,62.00,31.00,3.10,58.90,31.00,Marketplace Boost,0.00
LINE-0001155,ORD-000744,2024-05-30,CUST-0177,Loyal,PROD-KIT-003,Acacia Cutting Board,Kitchen,South,Marketplace,2,54.00,25.00,5.40,102.60,50.00,Marketplace Boost,0.00
LINE-0001156,ORD-000745,2024-05-30,CUST-0168,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,Central,Web,1,58.00,27.00,2.90,55.10,27.00,Organic Discovery,0.00
LINE-0001157,ORD-000745,2024-05-30,CUST-0168,Loyal,PROD-HOM-003,Everyday Candle Trio,Home,Central,Web,1,36.00,14.00,3.60,32.40,14.00,Organic Discovery,0.00
LINE-0001158,ORD-000746,2024-05-30,CUST-0335,Occasional,PROD-HOM-001,Linen Throw Set,Home,South,Marketplace,1,88.00,42.00,8.80,79.20,42.00,Marketplace Boost,28.08
LINE-0001159,ORD-000747,2024-05-30,CUST-0033,Loyal,PROD-HOM-002,Stoneware Serving Bowl,Home,West,Retail Pop-up,1,62.00,31.00,1.24,60.76,31.00,Local Event,7.79
LINE-0001160,ORD-000747,2024-05-30,CUST-0033,Loyal,PROD-HOM-003,Everyday Candle Trio,Home,West,Retail Pop-up,1,36.00,14.00,0.72,35.28,14.00,Local Event,0.00
LINE-0001161,ORD-000748,2024-05-30,CUST-1129,New,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,West,Marketplace,1,68.00,30.00,2.04,65.96,30.00,Sponsored Listings,11.54
LINE-0001162,ORD-000749,2024-05-31,CUST-0020,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,East,Marketplace,1,220.00,197.00,6.60,213.40,197.00,Sponsored Listings,39.99
LINE-0001163,ORD-000750,2024-05-31,CUST-0392,Occasional,PROD-HOM-001,Linen Throw Set,Home,West,Web,2,88.00,42.00,0.00,176.00,84.00,Organic Discovery,0.00
LINE-0001164,ORD-000751,2024-05-31,CUST-0042,Loyal,PROD-HOM-002,Stoneware Serving Bowl,Home,Central,Marketplace,1,62.00,31.00,1.86,60.14,31.00,Sponsored Listings,18.43
LINE-0001165,ORD-000751,2024-05-31,CUST-0042,Loyal,PROD-WOR-002,Felt Desk Organizer,Workspace,Central,Marketplace,1,48.00,20.00,1.44,46.56,20.00,Sponsored Listings,0.00
LINE-0001166,ORD-000752,2024-05-31,CUST-0143,Loyal,PROD-KIT-003,Acacia Cutting Board,Kitchen,Central,Marketplace,1,54.00,25.00,2.70,51.30,25.00,Marketplace Boost,18.06
LINE-0001167,ORD-000753,2024-05-31,CUST-0257,Occasional,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,3.52,84.48,42.00,Email Retention,3.45
LINE-0001168,ORD-000753,2024-05-31,CUST-0257,Occasional,PROD-KIT-003,Acacia Cutting Board,Kitchen,West,Web,1,54.00,25.00,2.16,51.84,25.00,Email Retention,0.00
LINE-0001169,ORD-000754,2024-06-01,CUST-0222,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Retail Pop-up,2,88.00,42.00,0.00,176.00,84.00,Community Referral,6.65
LINE-0001170,ORD-000754,2024-06-01,CUST-0222,Loyal,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,East,Retail Pop-up,1,44.00,35.00,0.00,44.00,35.00,Community Referral,0.00
LINE-0001171,ORD-000755,2024-06-01,CUST-0440,Occasional,PROD-WEL-001,Recovery Massage Kit,Wellness,West,Marketplace,1,118.00,58.00,9.44,108.56,58.00,Sponsored Listings,31.83
LINE-0001172,ORD-000755,2024-06-01,CUST-0440,Occasional,PROD-OUT-001,Trail Hydration Pack,Outdoor,West,Marketplace,1,74.00,34.00,2.22,71.78,34.00,Sponsored Listings,0.00
LINE-0001173,ORD-000756,2024-06-01,CUST-0199,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Retail Pop-up,1,88.00,42.00,1.76,86.24,42.00,Local Event,25.42
LINE-0001174,ORD-000756,2024-06-01,CUST-0199,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,East,Retail Pop-up,1,220.00,197.00,4.40,215.60,197.00,Local Event,0.00
LINE-0001175,ORD-000757,2024-06-01,CUST-0216,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Marketplace,2,88.00,42.00,22.88,153.12,84.00,Sponsored Listings,40.58
LINE-0001176,ORD-000757,2024-06-01,CUST-0216,Loyal,PROD-WEL-002,Botanical Bath Set,Wellness,West,Marketplace,1,64.00,28.00,1.92,62.08,28.00,Sponsored Listings,0.00
LINE-0001177,ORD-000758,2024-06-01,CUST-0289,Occasional,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,South,Marketplace,1,68.00,30.00,3.40,64.60,30.00,Marketplace Boost,22.75
LINE-0001178,ORD-000759,2024-06-01,CUST-0212,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,Central,Web,2,220.00,197.00,30.80,409.20,394.00,Paid Social,56.41
LINE-0001179,ORD-000760,2024-06-01,CUST-0058,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,South,Web,1,220.00,197.00,4.40,215.60,197.00,Paid Social,49.65
LINE-0001180,ORD-000760,2024-06-01,CUST-0058,Loyal,PROD-HOM-003,Everyday Candle Trio,Home,South,Web,1,36.00,14.00,0.72,35.28,14.00,Paid Social,0.00
LINE-0001181,ORD-000760,2024-06-01,CUST-0058,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,South,Web,1,74.00,34.00,1.48,72.52,34.00,Paid Social,0.00
LINE-0001182,ORD-000760,2024-06-01,CUST-0058,Loyal,PROD-KIT-003,Acacia Cutting Board,Kitchen,South,Web,1,54.00,25.00,6.48,47.52,25.00,Paid Social,0.00
LINE-0001183,ORD-000761,2024-06-02,CUST-0042,Loyal,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,1.76,86.24,42.00,Paid Social,11.66
LINE-0001184,ORD-000762,2024-06-02,CUST-0223,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,2,88.00,42.00,3.52,172.48,84.00,Paid Social,35.70
LINE-0001185,ORD-000762,2024-06-02,CUST-0223,Loyal,PROD-WEL-002,Botanical Bath Set,Wellness,West,Web,1,64.00,28.00,4.48,59.52,28.00,Paid Social,0.00
LINE-0001186,ORD-000762,2024-06-02,CUST-0223,Loyal,PROD-GFT-001,Discovery Gift Bundle,Gifting,West,Web,1,48.00,45.00,5.76,42.24,45.00,Paid Social,0.00
LINE-0001187,ORD-000763,2024-06-02,CUST-0049,Loyal,PROD-WEL-003,Yoga Support Bundle,Wellness,Central,Web,1,92.00,42.00,3.68,88.32,42.00,Email Retention,10.92
LINE-0001188,ORD-000763,2024-06-02,CUST-0049,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,Central,Web,2,58.00,27.00,4.64,111.36,54.00,Email Retention,0.00
LINE-0001189,ORD-000763,2024-06-02,CUST-0049,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,Central,Web,2,74.00,34.00,5.92,142.08,68.00,Email Retention,0.00
LINE-0001190,ORD-000763,2024-06-02,CUST-0049,Loyal,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,3.52,84.48,42.00,Email Retention,0.00
LINE-0001191,ORD-000764,2024-06-02,CUST-0105,Loyal,PROD-WOR-001,Focus Desk Lamp,Workspace,East,Web,1,96.00,42.00,3.84,92.16,42.00,Email Retention,2.17
LINE-0001192,ORD-000765,2024-06-02,CUST-0401,Occasional,PROD-HOM-001,Linen Throw Set,Home,South,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0001193,ORD-000766,2024-06-02,CUST-0083,Loyal,PROD-WOR-003,Ergonomic Laptop Stand,Workspace,Central,Web,2,82.00,38.00,6.56,157.44,76.00,Email Retention,3.81
LINE-0001194,ORD-000767,2024-06-03,CUST-0182,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,West,Marketplace,2,74.00,34.00,4.44,143.56,68.00,Sponsored Listings,44.50
LINE-0001195,ORD-000767,2024-06-03,CUST-0182,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Marketplace,1,88.00,42.00,2.64,85.36,42.00,Sponsored Listings,0.00
LINE-0001196,ORD-000768,2024-06-03,CUST-0269,Occasional,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,1.76,86.24,42.00,Paid Social,12.19
LINE-0001197,ORD-000769,2024-06-03,CUST-0540,Occasional,PROD-HOM-001,Linen Throw Set,Home,West,Marketplace,1,88.00,42.00,2.64,85.36,42.00,Sponsored Listings,15.08
LINE-0001198,ORD-000770,2024-06-03,CUST-0067,Loyal,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,1.76,86.24,42.00,Paid Social,16.88
LINE-0001199,ORD-000770,2024-06-03,CUST-0067,Loyal,PROD-HOM-003,Everyday Candle Trio,Home,Central,Web,1,36.00,14.00,0.72,35.28,14.00,Paid Social,0.00
LINE-0001200,ORD-000771,2024-06-03,CUST-0769,New,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,South,Web,1,44.00,35.00,3.08,40.92,35.00,Paid Social,39.21
LINE-0001201,ORD-000771,2024-06-03,CUST-0769,New,PROD-WEL-001,Recovery Massage Kit,Wellness,South,Web,2,118.00,58.00,4.72,231.28,116.00,Paid Social,0.00
LINE-0001202,ORD-000772,2024-06-04,CUST-1077,New,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,East,Web,3,44.00,35.00,9.24,122.76,105.00,Paid Social,18.03
LINE-0001203,ORD-000773,2024-06-04,CUST-0164,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,Central,Marketplace,1,58.00,27.00,4.64,53.36,27.00,Sponsored Listings,9.77
LINE-0001204,ORD-000774,2024-06-04,CUST-0281,,PROD-HOM-001,Linen Throw Set,Home,East,Retail Pop-up,2,88.00,42.00,0.00,176.00,84.00,,5.51
LINE-0001205,ORD-000775,2024-06-04,CUST-0048,Loyal,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,Central,Marketplace,2,68.00,30.00,4.08,131.92,60.00,Sponsored Listings,35.69
LINE-0001206,ORD-000775,2024-06-04,CUST-0048,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,Central,Marketplace,1,74.00,34.00,2.22,71.78,34.00,Sponsored Listings,0.00
LINE-0001207,ORD-000776,2024-06-04,CUST-1125,New,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,1.76,86.24,42.00,Paid Social,11.14
LINE-0001208,ORD-000777,2024-06-05,CUST-0102,Loyal,PROD-HOM-001,Linen Throw Set,Home,South,Retail Pop-up,2,88.00,42.00,8.80,167.20,84.00,Community Referral,5.36
LINE-0001209,ORD-000778,2024-06-05,CUST-0252,Occasional,PROD-HOM-001,Linen Throw Set,Home,West,Marketplace,1,88.00,42.00,2.64,85.36,42.00,Sponsored Listings,26.67
LINE-0001210,ORD-000778,2024-06-05,CUST-0252,Occasional,PROD-OUT-001,Trail Hydration Pack,Outdoor,West,Marketplace,1,74.00,34.00,2.22,71.78,34.00,Sponsored Listings,0.00
LINE-0001211,ORD-000779,2024-06-05,CUST-0182,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,East,Web,1,74.00,34.00,0.00,74.00,34.00,Organic Discovery,0.00
LINE-0001212,ORD-000780,2024-06-05,CUST-0147,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Marketplace,2,88.00,42.00,8.80,167.20,84.00,Marketplace Boost,52.55
LINE-0001213,ORD-000781,2024-06-05,CUST-0379,Occasional,PROD-KIT-002,Glass Meal Prep Set,Kitchen,Central,Web,1,58.00,27.00,5.22,52.78,27.00,,6.23
LINE-0001214,ORD-000781,2024-06-05,CUST-0379,Occasional,PROD-KIT-001,Essential Cookware Set,Kitchen,Central,Web,1,220.00,197.00,8.80,211.20,197.00,,0.00
LINE-0001215,ORD-000782,2024-06-05,CUST-0842,New,PROD-HOM-001,Linen Throw Set,Home,Central,Marketplace,2,88.00,42.00,8.80,167.20,84.00,Marketplace Boost,61.29
LINE-0001216,ORD-000783,2024-06-06,CUST-0859,New,PROD-HOM-001,Linen Throw Set,Home,South,Marketplace,1,88.00,42.00,7.04,80.96,42.00,Sponsored Listings,14.54
LINE-0001217,ORD-000784,2024-06-06,CUST-0368,Occasional,PROD-WOR-001,Focus Desk Lamp,Workspace,East,Retail Pop-up,1,96.00,42.00,1.92,94.08,42.00,Local Event,11.06
LINE-0001218,ORD-000784,2024-06-06,CUST-0368,Occasional,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,East,Retail Pop-up,1,44.00,35.00,0.88,43.12,35.00,Local Event,0.00
LINE-0001219,ORD-000785,2024-06-06,CUST-0476,Occasional,PROD-HOM-001,Linen Throw Set,Home,West,Web,2,88.00,42.00,17.60,158.40,84.00,Organic Discovery,0.00
LINE-0001220,ORD-000786,2024-06-06,CUST-0073,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,Central,Web,1,220.00,197.00,4.40,215.60,197.00,Paid Social,45.33
LINE-0001221,ORD-000786,2024-06-06,CUST-0073,Loyal,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,1.76,86.24,42.00,Paid Social,0.00
LINE-0001222,ORD-000787,2024-06-06,CUST-0284,Occasional,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0001223,ORD-000788,2024-06-07,CUST-0408,Occasional,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,8.80,79.20,42.00,Organic Discovery,0.00
LINE-0001224,ORD-000789,2024-06-07,CUST-0025,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,South,Marketplace,1,220.00,197.00,6.60,213.40,197.00,Sponsored Listings,41.32
LINE-0001225,ORD-000790,2024-06-07,CUST-0165,Loyal,PROD-WEL-002,Botanical Bath Set,Wellness,West,Web,3,64.00,28.00,7.68,184.32,84.00,Email Retention,8.88
LINE-0001226,ORD-000790,2024-06-07,CUST-0165,Loyal,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,West,Web,2,44.00,35.00,7.92,80.08,70.00,Email Retention,0.00
LINE-0001227,ORD-000790,2024-06-07,CUST-0165,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,3.52,84.48,42.00,Email Retention,0.00
LINE-0001228,ORD-000791,2024-06-07,CUST-0001,Loyal,PROD-GFT-001,Discovery Gift Bundle,Gifting,West,Web,1,48.00,45.00,5.76,42.24,45.00,Organic Discovery,0.00
LINE-0001229,ORD-000792,2024-06-07,CUST-1030,New,PROD-HOM-001,Linen Throw Set,Home,South,Marketplace,1,88.00,42.00,2.64,85.36,42.00,Sponsored Listings,14.87
LINE-0001230,ORD-000793,2024-06-08,CUST-0125,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0001231,ORD-000793,2024-06-08,CUST-0125,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,East,Web,2,58.00,27.00,0.00,116.00,54.00,Organic Discovery,0.00
LINE-0001232,ORD-000793,2024-06-08,CUST-0125,Loyal,PROD-WEL-003,Yoga Support Bundle,Wellness,East,Web,2,92.00,42.00,0.00,184.00,84.00,Organic Discovery,0.00
LINE-0001233,ORD-000793,2024-06-08,CUST-0125,Loyal,PROD-WEL-002,Botanical Bath Set,Wellness,East,Web,1,64.00,28.00,0.00,64.00,28.00,Organic Discovery,0.00
LINE-0001234,ORD-000794,2024-06-08,CUST-0012,Loyal,PROD-WEL-002,Botanical Bath Set,Wellness,West,Retail Pop-up,1,64.00,28.00,1.28,62.72,28.00,Local Event,14.50
LINE-0001235,ORD-000794,2024-06-08,CUST-0012,Loyal,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,West,Retail Pop-up,2,44.00,35.00,1.76,86.24,70.00,Local Event,0.00
LINE-0001236,ORD-000794,2024-06-08,CUST-0012,Loyal,PROD-WOR-002,Felt Desk Organizer,Workspace,West,Retail Pop-up,1,48.00,20.00,0.96,47.04,20.00,Local Event,0.00
LINE-0001237,ORD-000795,2024-06-08,CUST-0522,Occasional,PROD-KIT-002,Glass Meal Prep Set,Kitchen,Central,Web,1,58.00,27.00,1.16,56.84,27.00,Paid Social,27.46
LINE-0001238,ORD-000795,2024-06-08,CUST-0522,Occasional,PROD-HOM-003,Everyday Candle Trio,Home,Central,Web,3,36.00,14.00,2.16,105.84,42.00,Paid Social,0.00
LINE-0001239,ORD-000795,2024-06-08,CUST-0522,Occasional,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,Central,Web,1,44.00,35.00,0.88,43.12,35.00,Paid Social,0.00
LINE-0001240,ORD-000796,2024-06-08,CUST-0795,New,PROD-WEL-001,Recovery Massage Kit,Wellness,South,Marketplace,1,118.00,58.00,11.80,106.20,58.00,Marketplace Boost,36.53
LINE-0001241,ORD-000797,2024-06-08,CUST-0211,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0001242,ORD-000798,2024-06-08,CUST-0956,New,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,1.76,86.24,42.00,Paid Social,13.00
LINE-0001243,ORD-000799,2024-06-09,CUST-0019,,PROD-WOR-001,Focus Desk Lamp,Workspace,West,Web,1,96.00,42.00,0.00,96.00,42.00,Organic Discovery,0.00
LINE-0001244,ORD-000800,2024-06-09,CUST-0135,Loyal,PROD-WEL-001,Recovery Massage Kit,Wellness,West,Web,1,118.00,58.00,10.62,107.38,58.00,Email Retention,2.47
LINE-0001245,ORD-000801,2024-06-09,CUST-1013,New,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,3.52,84.48,42.00,Email Retention,2.03
LINE-0001246,ORD-000802,2024-06-09,CUST-0075,Loyal,PROD-WOR-002,Felt Desk Organizer,Workspace,East,Web,1,48.00,20.00,0.00,48.00,20.00,Organic Discovery,0.00
LINE-0001247,ORD-000802,2024-06-09,CUST-0075,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0001248,ORD-000803,2024-06-09,CUST-0202,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0001249,ORD-000803,2024-06-09,CUST-0202,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,West,Web,3,220.00,197.00,66.00,594.00,591.00,Organic Discovery,0.00
LINE-0001250,ORD-000804,2024-06-09,CUST-0410,Occasional,PROD-KIT-001,Essential Cookware Set,Kitchen,East,Web,1,220.00,197.00,8.80,211.20,197.00,Email Retention,5.23
LINE-0001251,ORD-000805,2024-06-10,CUST-0050,Loyal,PROD-HOM-001,Linen Throw Set,Home,South,Web,1,88.00,42.00,1.76,86.24,42.00,Paid Social,11.83
LINE-0001252,ORD-000806,2024-06-10,CUST-0060,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0001253,ORD-000807,2024-06-10,CUST-0196,Loyal,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,West,Web,1,44.00,35.00,0.88,43.12,35.00,Paid Social,21.20
LINE-0001254,ORD-000807,2024-06-10,CUST-0196,Loyal,PROD-HOM-003,Everyday Candle Trio,Home,West,Web,1,36.00,14.00,0.72,35.28,14.00,Paid Social,0.00
LINE-0001255,ORD-000807,2024-06-10,CUST-0196,Loyal,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,West,Web,1,68.00,30.00,1.36,66.64,30.00,Paid Social,0.00
LINE-0001256,ORD-000808,2024-06-10,CUST-0627,New,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,6.16,81.84,42.00,Paid Social,17.77
LINE-0001257,ORD-000808,2024-06-10,CUST-0627,New,PROD-KIT-002,Glass Meal Prep Set,Kitchen,East,Web,1,58.00,27.00,6.96,51.04,27.00,Paid Social,0.00
LINE-0001258,ORD-000809,2024-06-10,CUST-0034,,PROD-HOM-002,Stoneware Serving Bowl,Home,West,Marketplace,1,62.00,31.00,1.86,60.14,31.00,Sponsored Listings,46.19
LINE-0001259,ORD-000809,2024-06-10,CUST-0034,,PROD-KIT-001,Essential Cookware Set,Kitchen,West,Marketplace,1,220.00,197.00,6.60,213.40,197.00,Sponsored Listings,0.00
LINE-0001260,ORD-000810,2024-06-10,CUST-0042,Loyal,PROD-HOM-003,Everyday Candle Trio,Home,West,Marketplace,1,36.00,14.00,1.08,34.92,14.00,Sponsored Listings,6.35
LINE-0001261,ORD-000811,2024-06-11,CUST-0018,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,West,Web,3,220.00,197.00,0.00,660.00,591.00,Organic Discovery,0.00
LINE-0001262,ORD-000812,2024-06-11,CUST-0009,,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,East,Marketplace,1,68.00,30.00,3.40,64.60,30.00,Marketplace Boost,52.50
LINE-0001263,ORD-000812,2024-06-11,CUST-0009,,PROD-HOM-001,Linen Throw Set,Home,East,Marketplace,1,88.00,42.00,8.80,79.20,42.00,Marketplace Boost,0.00
LINE-0001264,ORD-000813,2024-06-11,CUST-0213,Loyal,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,Central,Web,3,44.00,35.00,5.28,126.72,105.00,Email Retention,3.02
LINE-0001265,ORD-000814,2024-06-11,CUST-0216,Loyal,PROD-HOM-002,Stoneware Serving Bowl,Home,East,Web,1,62.00,31.00,2.48,59.52,31.00,Email Retention,1.39
LINE-0001266,ORD-000815,2024-06-11,CUST-0149,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,Central,Marketplace,2,220.00,197.00,13.20,426.80,394.00,Sponsored Listings,71.42
LINE-0001267,ORD-000816,2024-06-11,CUST-0160,Loyal,PROD-WOR-003,Ergonomic Laptop Stand,Workspace,East,Retail Pop-up,1,82.00,38.00,4.10,77.90,38.00,Community Referral,11.30
LINE-0001268,ORD-000816,2024-06-11,CUST-0160,Loyal,PROD-WOR-001,Focus Desk Lamp,Workspace,East,Retail Pop-up,3,96.00,42.00,0.00,288.00,126.00,Community Referral,0.00
LINE-0001269,ORD-000817,2024-06-12,CUST-0197,Loyal,PROD-HOM-003,Everyday Candle Trio,Home,West,Web,1,36.00,14.00,0.00,36.00,14.00,Organic Discovery,0.00
LINE-0001270,ORD-000817,2024-06-12,CUST-0197,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,West,Web,1,220.00,197.00,0.00,220.00,197.00,Organic Discovery,0.00
LINE-0001271,ORD-000817,2024-06-12,CUST-0197,Loyal,PROD-WOR-001,Focus Desk Lamp,Workspace,West,Web,1,96.00,42.00,4.80,91.20,42.00,Organic Discovery,0.00
LINE-0001272,ORD-000818,2024-06-12,CUST-1105,New,PROD-HOM-001,Linen Throw Set,Home,South,Retail Pop-up,1,88.00,42.00,1.76,86.24,42.00,Local Event,6.89
LINE-0001273,ORD-000819,2024-06-12,CUST-0848,New,PROD-WEL-003,Yoga Support Bundle,Wellness,West,Marketplace,1,92.00,42.00,2.76,89.24,42.00,Sponsored Listings,16.83
